x y U
7.7143 5.7143 1.5102
7.9714 5.7143 1.4698
8.2286 5.7143 1.4955
8.4857 5.7143 1.5873
8.7429 5.7143 1.7453
9.0000 5.7143 1.9694

0.0000 5.9429 33.8873
0.2571 5.9429 31.8633
0.5143 5.9429 29.9053
0.7714 5.9429 28.0135
1.0286 5.9429 26.1878
1.2857 5.9429 24.4282
1.5429 5.9429 22.7347
1.8000 5.9429 21.1075
2.0571 5.9429 19.5487
2.3143 5.9429 18.0603
2.5714 5.9429 16.6438
2.8286 5.9429 15.3007
3.0857 5.9429 14.0315
3.3429 5.9429 12.8338
3.6000 5.9429 11.7008
3.8571 5.9429 10.6228
4.1143 5.9429 9.5918
4.3714 5.9429 8.6071
4.6286 5.9429 7.6763
4.8857 5.9429 6.8093
5.1429 5.9429 6.0132
5.4000 5.9429 5.2909
5.6571 5.9429 4.6422
5.9143 5.9429 4.0656
6.1714 5.9429 3.5594
6.4286 5.9429 3.1220
6.6857 5.9429 2.7510
6.9429 5.9429 2.4461
7.2000 5.9429 2.2073
7.4571 5.9429 2.0347
7.7143 5.9429 1.9282
7.9714 5.9429 1.8878
8.2286 5.9429 1.9135
8.4857 5.9429 2.0053
8.7429 5.9429 2.1633
9.0000 5.9429 2.3873

0.0000 6.1714 34.3576
0.2571 6.1714 32.3335
0.5143 6.1714 30.3755
0.7714 6.1714 28.4837
1.0286 6.1714 26.6580
1.2857 6.1714 24.8984
1.5429 6.1714 23.2049
1.8000 6.1714 21.5776
2.0571 6.1714 20.0166
2.3143 6.1714 18.5238
2.5714 6.1714 17.1001
2.8286 6.1714 15.7459
3.0857 6.1714 14.4608
3.3429 6.1714 13.2436
3.6000 6.1714 12.0913
3.8571 6.1714 11.0005
4.1143 6.1714 9.9687
4.3714 6.1714 8.9957
4.6286 6.1714 8.0838
4.8857 6.1714 7.2366
5.1429 6.1714 6.4568
5.4000 6.1714 5.7462
5.6571 6.1714 5.1050
5.9143 6.1714 4.5330
6.1714 6.1714 4.0294
6.4286 6.1714 3.5922
6.6857 6.1714 3.2212
6.9429 6.1714 2.9163
7.2000 6.1714 2.6776
7.4571 6.1714 2.5049
7.7143 6.1714 2.3984
7.9714 6.1714 2.3580
8.2286 6.1714 2.3837
8.4857 6.1714 2.4755
8.7429 6.1714 2.6335
9.0000 6.1714 2.8576

0.0000 6.4000 34.8800
0.2571 6.4000 32.8559
0.5143 6.4000 30.8980
0.7714 6.4000 29.0061
1.0286 6.4000 27.1804
1.2857 6.4000 25.4208
1.5429 6.4000 23.7273
1.8000 6.4000 22.1000
2.0571 6.4000 20.5388
2.3143 6.4000 19.0438
2.5714 6.4000 17.6164
2.8286 6.4000 16.2567
3.0857 6.4000 14.9646
3.3429 6.4000 13.7393
3.6000 6.4000 12.5796
3.8571 6.4000 11.4841
4.1143 6.4000 10.4521
4.3714 6.4000 9.4833
4.6286 6.4000 8.5786
4.8857 6.4000 7.7394
5.1429 6.4000 6.9669
5.4000 6.4000 6.2619
5.6571 6.4000 5.6247
5.9143 6.4000 5.0551
6.1714 6.4000 4.5518
6.4286 6.4000 4.1147
6.6857 6.4000 3.7437
6.9429 6.4000 3.4388
7.2000 6.4000 3.2000
7.4571 6.4000 3.0273
7.7143 6.4000 2.9208
7.9714 6.4000 2.8804
8.2286 6.4000 2.9061
8.4857 6.4000 2.9980
8.7429 6.4000 3.1559
9.0000 6.4000 3.3800

0.0000 6.6286 35.4547
0.2571 6.6286 33.4306
0.5143 6.6286 31.4727
0.7714 6.6286 29.5808
1.0286 6.6286 27.7551
1.2857 6.6286 25.9955
1.5429 6.6286 24.3020
1.8000 6.6286 22.6747
2.0571 6.6286 21.1135
2.3143 6.6286 19.6184
2.5714 6.6286 18.1894
2.8286 6.6286 16.8271
3.0857 6.6286 15.5316
3.3429 6.6286 14.3028
3.6000 6.6286 13.1400
3.8571 6.6286 12.0427
4.1143 6.6286 11.0105
4.3714 6.6286 10.0434
4.6286 6.6286 9.1418
4.8857 6.6286 8.3061
5.1429 6.6286 7.5370
5.4000 6.6286 6.8347
5.6571 6.6286 6.1992
5.9143 6.6286 5.6298
6.1714 6.6286 5.1265
6.4286 6.6286 4.6894
6.6857 6.6286 4.3184
6.9429 6.6286 4.0135
7.2000 6.6286 3.7747
7.4571 6.6286 3.6020
7.7143 6.6286 3.4955
7.9714 6.6286 3.4551
8.2286 6.6286 3.4808
8.4857 6.6286 3.5727
8.7429 6.6286 3.7306
9.0000 6.6286 3.9547

0.0000 6.8571 36.0816
0.2571 6.8571 34.0576
0.5143 6.8571 32.0996
0.7714 6.8571 30.2078
1.0286 6.8571 28.3820
1.2857 6.8571 26.6224
1.5429 6.8571 24.9290
1.8000 6.8571 23.3016
2.0571 6.8571 21.7404
2.3143 6.8571 20.2453
2.5714 6.8571 18.8163
2.8286 6.8571 17.4535
3.0857 6.8571 16.1567
3.3429 6.8571 14.9263
3.6000 6.8571 13.7621
3.8571 6.8571 12.6640
4.1143 6.8571 11.6317
4.3714 6.8571 10.6654
4.6286 6.8571 9.7651
4.8857 6.8571 8.9310
5.1429 6.8571 8.1633
5.4000 6.8571 7.4616
5.6571 6.8571 6.8261
5.9143 6.8571 6.2567
6.1714 6.8571 5.7535
6.4286 6.8571 5.3163
6.6857 6.8571 4.9453
6.9429 6.8571 4.6404
7.2000 6.8571 4.4016
7.4571 6.8571 4.2290
7.7143 6.8571 4.1224
7.9714 6.8571 4.0820
8.2286 6.8571 4.1078
8.4857 6.8571 4.1996
8.7429 6.8571 4.3576
9.0000 6.8571 4.5816

0.0000 7.0857 36.7608
0.2571 7.0857 34.7367
0.5143 7.0857 32.7788
0.7714 7.0857 30.8869
1.0286 7.0857 29.0612
1.2857 7.0857 27.3016
1.5429 7.0857 25.6082
1.8000 7.0857 23.9808
2.0571 7.0857 22.4196
2.3143 7.0857 20.9245
2.5714 7.0857 19.4955
2.8286 7.0857 18.1327
3.0857 7.0857 16.8359
3.3429 7.0857 15.6053
3.6000 7.0857 14.4408
3.8571 7.0857 13.3424
4.1143 7.0857 12.3102
4.3714 7.0857 11.3441
4.6286 7.0857 10.4441
4.8857 7.0857 9.6102
5.1429 7.0857 8.8424
5.4000 7.0857 8.1408
5.6571 7.0857 7.5053
5.9143 7.0857 6.9359
6.1714 7.0857 6.4327
6.4286 7.0857 5.9955
6.6857 7.0857 5.6245
6.9429 7.0857 5.3196
7.2000 7.0857 5.0808
7.4571 7.0857 4.9082
7.7143 7.0857 4.8016
7.9714 7.0857 4.7612
8.2286 7.0857 4.7869
8.4857 7.0857 4.8788
8.7429 7.0857 5.0367
9.0000 7.0857 5.2608

0.0000 7.3143 37.4922
0.2571 7.3143 35.4682
0.5143 7.3143 33.5102
0.7714 7.3143 31.6184
1.0286 7.3143 29.7927
1.2857 7.3143 28.0331
1.5429 7.3143 26.3396
1.8000 7.3143 24.7122
2.0571 7.3143 23.1510
2.3143 7.3143 21.6559
2.5714 7.3143 20.2269
2.8286 7.3143 18.8641
3.0857 7.3143 17.5673
3.3429 7.3143 16.3367
3.6000 7.3143 15.1722
3.8571 7.3143 14.0739
4.1143 7.3143 13.0416
4.3714 7.3143 12.0755
4.6286 7.3143 11.1755
4.8857 7.3143 10.3416
5.1429 7.3143 9.5739
5.4000 7.3143 8.8722
5.6571 7.3143 8.2367
5.9143 7.3143 7.6673
6.1714 7.3143 7.1641
6.4286 7.3143 6.7269
6.6857 7.3143 6.3559
6.9429 7.3143 6.0510
7.2000 7.3143 5.8122
7.4571 7.3143 5.6396
7.7143 7.3143 5.5331
7.9714 7.3143 5.4927
8.2286 7.3143 5.5184
8.4857 7.3143 5.6102
8.7429 7.3143 5.7682
9.0000 7.3143 5.9922

0.0000 7.5429 38.2759
0.2571 7.5429 36.2518
0.5143 7.5429 34.2939
0.7714 7.5429 32.4020
1.0286 7.5429 30.5763
1.2857 7.5429 28.8167
1.5429 7.5429 27.1233
1.8000 7.5429 25.4959
2.0571 7.5429 23.9347
2.3143 7.5429 22.4396
2.5714 7.5429 21.0106
2.8286 7.5429 19.6478
3.0857 7.5429 18.3510
3.3429 7.5429 17.1204
3.6000 7.5429 15.9559
3.8571 7.5429 14.8576
4.1143 7.5429 13.8253
4.3714 7.5429 12.8592
4.6286 7.5429 11.9592
4.8857 7.5429 11.1253
5.1429 7.5429 10.3576
5.4000 7.5429 9.6559
5.6571 7.5429 9.0204
5.9143 7.5429 8.4510
6.1714 7.5429 7.9478
6.4286 7.5429 7.5106
6.6857 7.5429 7.1396
6.9429 7.5429 6.8347
7.2000 7.5429 6.5959
7.4571 7.5429 6.4233
7.7143 7.5429 6.3167
7.9714 7.5429 6.2763
8.2286 7.5429 6.3020
8.4857 7.5429 6.3939
8.7429 7.5429 6.5518
9.0000 7.5429 6.7759

0.0000 7.7714 39.1118
0.2571 7.7714 37.0878
0.5143 7.7714 35.1298
0.7714 7.7714 33.2380
1.0286 7.7714 31.4122
1.2857 7.7714 29.6527
1.5429 7.7714 27.9592
1.8000 7.7714 26.3318
2.0571 7.7714 24.7706
2.3143 7.7714 23.2755
2.5714 7.7714 21.8465
2.8286 7.7714 20.4837
3.0857 7.7714 19.1869
3.3429 7.7714 17.9563
3.6000 7.7714 16.7918
3.8571 7.7714 15.6935
4.1143 7.7714 14.6612
4.3714 7.7714 13.6951
4.6286 7.7714 12.7951
4.8857 7.7714 11.9612
5.1429 7.7714 11.1935
5.4000 7.7714 10.4918
5.6571 7.7714 9.8563
5.9143 7.7714 9.2869
6.1714 7.7714 8.7837
6.4286 7.7714 8.3465
6.6857 7.7714 7.9755
6.9429 7.7714 7.6706
7.2000 7.7714 7.4318
7.4571 7.7714 7.2592
7.7143 7.7714 7.1527
7.9714 7.7714 7.1122
8.2286 7.7714 7.1380
8.4857 7.7714 7.2298
8.7429 7.7714 7.3878
9.0000 7.7714 7.6118

0.0000 8.0000 40.0000
0.2571 8.0000 37.9759
0.5143 8.0000 36.0180
0.7714 8.0000 34.1261
1.0286 8.0000 32.3004
1.2857 8.0000 30.5408
1.5429 8.0000 28.8473
1.8000 8.0000 27.2200
2.0571 8.0000 25.6588
2.3143 8.0000 24.1637
2.5714 8.0000 22.7347
2.8286 8.0000 21.3718
3.0857 8.0000 20.0751
3.3429 8.0000 18.8445
3.6000 8.0000 17.6800
3.8571 8.0000 16.5816
4.1143 8.0000 15.5494
4.3714 8.0000 14.5833
4.6286 8.0000 13.6833
4.8857 8.0000 12.8494
5.1429 8.0000 12.0816
5.4000 8.0000 11.3800
5.6571 8.0000 10.7445
5.9143 8.0000 10.1751
6.1714 8.0000 9.6718
6.4286 8.0000 9.2347
6.6857 8.0000 8.8637
6.9429 8.0000 8.5588
7.2000 8.0000 8.3200
7.4571 8.0000 8.1473
7.7143 8.0000 8.0408
7.9714 8.0000 8.0004
8.2286 8.0000 8.0261
8.4857 8.0000 8.1180
8.7429 8.0000 8.2759
9.0000 8.0000 8.5000

