t x y
0.0000 -8.7987 3.7701
1.0000 -8.8027 3.1445
2.0000 -8.7789 2.7260
3.0000 -8.8781 2.1085
4.0000 -8.8795 1.6983
5.0000 -8.8928 1.0506
6.0000 -9.0128 0.6093
7.0000 -9.2490 0.2756
