t x y
0.000 0.0000 0.0000
0.250 0.1250 0.0000
0.500 0.3750 -0.0625
0.750 0.7500 -0.1250
1.000 1.2500 -0.1250
1.250 1.6875 -0.1875
1.500 2.1250 -0.2500
1.750 2.6250 -0.2500
2.000 3.1250 -0.2500
2.250 3.6250 -0.2500
2.500 4.1250 -0.2500
2.750 4.6250 -0.2500
3.000 5.0625 -0.1250
3.250 5.4375 -0.1250
3.500 5.6875 -0.0625
3.750 5.8162 -0.0303
