x y
-0.3498 -1.9696
-0.5196 -2.0752
-0.6911 -2.1714
-0.8390 -2.2495
-0.9599 -2.3133
-1.0587 -2.3654
-1.1394 -2.4079
-1.2054 -2.4427
-1.2593 -2.4711
-1.3033 -2.4944
-1.3393 -2.5133
-1.3687 -2.5288
-1.3927 -2.5415
-1.4123 -2.5518
-1.4284 -2.5603
-1.4415 -2.5672
-1.4522 -2.5729
-1.4609 -2.5775
-1.4681 -2.5812
-1.4739 -2.5843
-1.4787 -2.5868
-1.4826 -2.5889
-1.4858 -2.5906
-1.4884 -2.5919
-1.4905 -2.5931
-1.4922 -2.5940
-1.4937 -2.5947
-1.4948 -2.5953
-1.4958 -2.5958
-1.4965 -2.5963
-1.4972 -2.5966
-1.4977 -2.5969
-1.4981 -2.5971
-1.4985 -2.5973
-1.4987 -2.5974
-1.4990 -2.5975
-1.4992 -2.5976
-1.4993 -2.5977
-1.4994 -2.5978
-1.4995 -2.5978
-1.4996 -2.5979
-1.4997 -2.5979
-1.4997 -2.5979
-1.4998 -2.5980
-1.4998 -2.5980
-1.4999 -2.5980
-1.4999 -2.5980
-1.4999 -2.5980
-1.4999 -2.5980
-1.4999 -2.5980
-1.5000 -2.5980
-1.5000 -2.5981
-1.5000 -2.5981
-1.5000 -2.5981
-1.5000 -2.5981
-1.5000 -2.5981
-1.5000 -2.5981
-1.5000 -2.5981
nan nan
-1.5000 2.5981
-1.4000 2.4249
-1.3000 2.2517
-1.2000 2.0785
-1.1000 1.9053
-1.0000 1.7321
-0.9000 1.5588
-0.8000 1.3856
-0.7000 1.2124
-0.6000 1.0392
-0.5231 0.9060
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5222 0.9046
-0.5223 0.9046
-0.5223 0.9046
-0.5225 0.9050
-0.5236 0.9070
-0.5295 0.9172
-0.5581 0.9667
-0.6233 1.0796
-0.6448 1.1168
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6452 1.1175
-0.6451 1.1176
-0.6451 1.1176
-0.6450 1.1176
-0.6449 1.1177
-0.6446 1.1178
-0.6442 1.1181
-0.6435 1.1185
-0.6423 1.1192
-0.6402 1.1204
-0.6365 1.1225
-0.6302 1.1261
-0.6192 1.1322
-0.6001 1.1425
-0.5668 1.1596
-0.5083 1.1870
-0.4053 1.2277
-0.2309 1.2768
-0.0332 1.3061
0.1666 1.3096
0.3653 1.2875
0.5596 1.2408
0.7469 1.1709
0.9246 1.0795
1.0906 0.9681
1.2430 0.8387
1.3799 0.6931
1.4994 0.5328
1.5993 0.3597
1.6773 0.1757
1.7307 -0.0169
1.7581 -0.2149
1.7635 -0.4147
1.7537 -0.6144
1.7344 -0.8135
1.7100 -1.0120
1.6837 -1.2103
1.6571 -1.4085
1.6309 -1.6068
1.6069 -1.7881
1.5874 -1.9363
1.5714 -2.0573
1.5583 -2.1562
1.5477 -2.2371
1.5389 -2.3031
1.5318 -2.3571
1.5260 -2.4012
1.5212 -2.4372
1.5174 -2.4666
1.5142 -2.4907
1.5116 -2.5103
1.5095 -2.5264
1.5077 -2.5395
1.5063 -2.5502
1.5052 -2.5590
1.5042 -2.5661
1.5034 -2.5720
1.5028 -2.5767
1.5023 -2.5806
1.5019 -2.5838
1.5015 -2.5864
1.5013 -2.5886
1.5010 -2.5903
1.5008 -2.5917
1.5007 -2.5929
1.5006 -2.5938
1.5005 -2.5946
1.5004 -2.5952
1.5003 -2.5958
1.5002 -2.5962
1.5002 -2.5965
1.5002 -2.5968
1.5001 -2.5970
1.5001 -2.5972
1.5001 -2.5974
1.5001 -2.5975
1.5001 -2.5976
1.5000 -2.5977
1.5000 -2.5978
1.5000 -2.5978
1.5000 -2.5979
1.5000 -2.5979
1.5000 -2.5979
1.5000 -2.5980
1.5000 -2.5980
1.5000 -2.5980
1.5000 -2.5980
1.5000 -2.5980
1.5000 -2.5980
1.5000 -2.5980
1.5000 -2.5980
1.5000 -2.5981
1.5000 -2.5981
nan nan
-3.0000 0.0000
-2.8000 0.0000
-2.6000 0.0000
-2.4000 0.0000
-2.2000 0.0000
-2.0000 0.0000
-1.8000 0.0000
-1.6000 0.0000
-1.4000 0.0000
-1.2000 0.0000
-1.0462 0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0445 -0.0000
-1.0444 -0.0000
-1.0440 -0.0000
-1.0417 -0.0000
-1.0296 -0.0000
-0.9635 -0.0000
-0.7711 -0.0000
-0.6644 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 -0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0000
-0.6641 0.0001
-0.6641 0.0001
-0.6641 0.0002
-0.6641 0.0004
-0.6641 0.0006
-0.6641 0.0011
-0.6641 0.0018
-0.6641 0.0032
-0.6640 0.0055
-0.6640 0.0094
-0.6639 0.0163
-0.6635 0.0281
-0.6625 0.0485
-0.6593 0.0836
-0.6501 0.1434
-0.6237 0.2417
-0.5750 0.3525
-0.5085 0.4546
-0.4263 0.5455
-0.3302 0.6233
-0.2228 0.6867
-0.1067 0.7352
0.0154 0.7696
0.1414 0.7922
0.2708 0.8074
0.4056 0.8212
0.5525 0.8401
0.7225 0.8673
0.9184 0.8964
1.1181 0.9033
1.3167 0.8810
1.5108 0.8331
1.6988 0.7650
1.8806 0.6819
2.0570 0.5877
2.2260 0.4872
2.3676 0.3981
2.4833 0.3253
2.5778 0.2658
2.6551 0.2172
2.7182 0.1775
2.7697 0.1450
2.8118 0.1185
2.8463 0.0968
2.8744 0.0791
