# raw rows of the Chapter 25 mini-study; generated by code/figures/gen_ch25_study.py from code/ch25_evaluation.py; cells (2,0) (2,1) (4,0) (4,1), seeds 0-19, strategies none/local/replan/hybrid, prediction=noisy; add the git commit of the code to this line when you publish a study
k m seed strategy family collision n_collisions near_miss dmin_dd dmin_di path_total path_ratio travel_mean makespan soc success replans avoid_steps comp_mean_ms comp_p99_ms comp_max_ms comp_total_s deadline_misses ef_mean ef_max comm_viol steps
2 1 13 replan turning 0 0 0 1.1366 1.3173 35.7907 0.9988 13.4000 13.8000 26.8000 1 2 0 0.0641 0.1163 0.8637 0.0190 0 1.4673 3.0000 0 148
2 1 13 hybrid turning 0 0 1 0.8352 0.9203 40.1492 1.1218 14.1000 15.2000 28.2000 1 1 41 0.0950 0.3511 0.8198 0.0308 0 2.0043 5.1797 0 162
2 1 14 none evasive 1 1 1 1.9803 0.2104 35.6695 0.9989 12.6000 13.3000 25.2000 0 0 0 0.0574 0.1075 0.1451 0.0164 0 0.0293 0.2458 0 143
2 1 14 local evasive 0 0 1 2.5760 0.9770 36.2290 1.0145 12.6000 13.3000 25.2000 1 0 62 0.1108 0.3537 0.4503 0.0317 0 0.2423 1.0466 0 143
2 1 14 replan evasive 0 0 0 1.5527 1.8364 37.2619 1.0434 13.2000 13.7000 26.4000 1 4 0 0.0674 0.7688 0.9059 0.0198 0 1.6432 3.8561 0 147
2 1 14 hybrid evasive 0 0 1 2.5760 0.9770 36.2290 1.0145 12.6000 13.3000 25.2000 1 0 62 0.1154 0.4101 0.4858 0.0330 0 0.2423 1.0466 0 143
2 1 15 none straight 1 1 1 2.0992 0.0000 35.8901 0.9990 12.7000 13.5000 25.4000 0 0 0 0.0582 0.1239 0.1304 0.0169 0 0.0293 0.2458 0 145
2 1 15 local straight 0 0 0 2.1448 1.3528 36.3452 1.0115 12.7000 13.5000 25.4000 1 0 43 0.0981 0.4004 0.4574 0.0285 0 0.3212 1.5074 0 145
2 1 15 replan straight 0 0 0 2.2387 1.7720 38.9746 1.0848 14.4000 15.5000 28.8000 1 4 0 0.0674 0.6097 0.9205 0.0222 0 1.6391 4.3138 0 165
2 1 15 hybrid straight 0 0 0 2.1448 1.4033 36.3430 1.0115 13.2000 14.5000 26.4000 1 2 42 0.1017 0.3825 0.9049 0.0315 0 0.6781 1.5265 0 155
2 1 16 none turning 1 2 1 2.0395 0.0000 35.4775 0.9989 12.5500 13.3000 25.1000 0 0 0 0.0570 0.1018 0.1290 0.0163 0 0.0295 0.2458 0 143
2 1 16 local turning 0 0 1 2.4720 0.9311 36.8260 1.0369 12.6000 13.4000 25.2000 1 0 99 0.1401 0.4038 0.4447 0.0418 0 0.4368 1.6877 0 149
2 1 16 replan turning 0 0 0 3.4080 1.5207 39.1292 1.1017 14.3000 16.4000 28.6000 1 6 0 0.0760 0.7916 1.4298 0.0264 0 1.9300 4.6639 0 174
2 1 16 hybrid turning 0 0 1 2.4720 0.9311 41.4579 1.1672 14.5000 17.2000 29.0000 1 1 87 0.1219 0.3931 0.8848 0.0444 0 1.9728 6.2126 32 182
2 1 17 none evasive 0 0 0 2.0690 1.8384 35.6011 0.9990 12.6000 13.4000 25.2000 1 0 0 0.0616 0.1343 0.1610 0.0177 0 0.0295 0.2458 0 144
2 1 17 local evasive 0 0 0 2.7802 1.9399 36.1624 1.0147 12.6000 13.4000 25.2000 1 0 78 0.1223 0.3366 0.4329 0.0352 0 0.2106 0.8410 0 144
2 1 17 replan evasive 0 0 0 2.5095 2.3422 40.8842 1.1474 15.0000 15.2000 30.0000 1 3 0 0.0636 0.1233 0.7884 0.0206 0 2.7130 5.9449 0 162
2 1 17 hybrid evasive 0 0 0 2.7684 2.4024 36.1139 1.0134 12.8000 13.8000 25.6000 1 2 68 0.1259 0.4004 0.8524 0.0373 0 0.4223 0.8139 0 148
2 1 18 none straight 1 1 1 1.9508 0.0000 35.9352 0.9989 12.7000 13.4000 25.4000 0 0 0 0.0633 0.1253 0.2245 0.0182 0 0.0291 0.2458 0 144
2 1 18 local straight 0 0 0 1.2615 1.1726 37.4561 1.0411 12.7000 13.4000 25.4000 1 0 82 0.1337 0.4629 0.4961 0.0385 0 0.2669 1.1321 0 144
2 1 18 replan straight 0 0 0 2.3742 2.3478 37.2478 1.0354 13.6500 14.0000 27.3000 1 4 0 0.0691 0.7775 0.8437 0.0207 0 1.0205 2.0830 0 150
2 1 18 hybrid straight 0 0 1 0.9968 1.1726 40.7240 1.1317 14.4500 15.5000 28.9000 1 1 90 0.1311 0.3758 0.8784 0.0433 0 2.1045 5.8917 0 165
2 1 19 none turning 1 1 1 2.0505 0.0003 35.7644 0.9989 12.6500 13.4000 25.3000 0 0 0 0.0582 0.1066 0.1633 0.0168 0 0.0294 0.2458 0 144
2 1 19 local turning 0 0 1 2.4795 0.8459 35.9335 1.0036 12.6500 13.4000 25.3000 1 0 40 0.0898 0.3488 0.3652 0.0259 0 0.2579 1.4453 0 144
2 1 19 replan turning 0 0 1 2.1236 0.9067 37.7315 1.0539 13.8500 14.9000 27.7000 1 5 0 0.0686 0.7725 0.7906 0.0218 0 1.1069 3.5856 0 159
2 1 19 hybrid turning 0 0 1 2.4795 0.8459 35.9335 1.0036 12.6500 13.4000 25.3000 1 0 40 0.0952 0.3685 0.4598 0.0274 0 0.2579 1.4453 0 144
4 0 0 none - 0 0 0 1.6108 nan 65.2231 0.9993 11.0750 12.1000 44.3000 1 0 0 0.0605 0.1331 0.2306 0.0317 0 0.0235 0.1738 0 131
4 0 0 local - 0 0 0 1.6108 nan 65.2231 0.9993 11.0750 12.1000 44.3000 1 0 0 0.0561 0.1018 0.1168 0.0294 0 0.0235 0.1738 0 131
4 0 0 replan - 0 0 0 1.6108 nan 65.2231 0.9993 11.0750 12.1000 44.3000 1 0 0 0.0566 0.1056 0.1444 0.0297 0 0.0235 0.1738 0 131
4 0 0 hybrid - 0 0 0 1.6108 nan 65.2231 0.9993 11.0750 12.1000 44.3000 1 0 0 0.0558 0.1022 0.1239 0.0292 0 0.0235 0.1738 0 131
4 0 1 none - 0 0 0 1.6385 nan 67.9173 0.9990 13.2750 14.3000 53.1000 1 0 0 0.0602 0.1206 0.6962 0.0368 0 0.0326 0.1918 0 153
4 0 1 local - 0 0 0 1.6385 nan 67.9173 0.9990 13.2750 14.3000 53.1000 1 0 0 0.0578 0.1139 0.1523 0.0354 0 0.0326 0.1918 0 153
4 0 1 replan - 0 0 0 1.6385 nan 67.9173 0.9990 13.2750 14.3000 53.1000 1 0 0 0.0573 0.1026 0.1383 0.0350 0 0.0326 0.1918 0 153
4 0 1 hybrid - 0 0 0 1.6385 nan 67.9173 0.9990 13.2750 14.3000 53.1000 1 0 0 0.0563 0.0966 0.1393 0.0345 0 0.0326 0.1918 0 153
4 0 2 none - 0 0 0 1.6374 nan 65.0853 0.9993 11.0500 12.1000 44.2000 1 0 0 0.0561 0.1015 0.1174 0.0294 0 0.0232 0.1738 0 131
4 0 2 local - 0 0 0 1.6374 nan 65.0853 0.9993 11.0500 12.1000 44.2000 1 0 0 0.0567 0.1134 0.1326 0.0297 0 0.0232 0.1738 0 131
4 0 2 replan - 0 0 0 1.6374 nan 65.0853 0.9993 11.0500 12.1000 44.2000 1 0 0 0.0568 0.1009 0.1286 0.0298 0 0.0232 0.1738 0 131
4 0 2 hybrid - 0 0 0 1.6374 nan 65.0853 0.9993 11.0500 12.1000 44.2000 1 0 0 0.0584 0.1153 0.1495 0.0306 0 0.0232 0.1738 0 131
4 0 3 none - 0 0 0 1.5403 nan 67.0988 0.9993 12.6500 13.7000 50.6000 1 0 0 0.0591 0.1287 0.1542 0.0347 0 0.0329 0.1738 0 147
4 0 3 local - 0 0 0 1.5403 nan 67.0988 0.9993 12.6500 13.7000 50.6000 1 0 0 0.0580 0.1169 0.1485 0.0341 0 0.0329 0.1738 0 147
4 0 3 replan - 0 0 0 1.5403 nan 67.0988 0.9993 12.6500 13.7000 50.6000 1 0 0 0.0572 0.1046 0.1319 0.0336 0 0.0329 0.1738 0 147
4 0 3 hybrid - 0 0 0 1.5403 nan 67.0988 0.9993 12.6500 13.7000 50.6000 1 0 0 0.0562 0.1024 0.1277 0.0331 0 0.0329 0.1738 0 147
4 0 4 none - 0 0 0 2.1294 nan 64.3962 0.9994 11.0750 12.3000 44.3000 1 0 0 0.0627 0.1406 0.1840 0.0333 0 0.0233 0.1738 0 133
4 0 4 local - 0 0 0 2.1294 nan 64.3962 0.9994 11.0750 12.3000 44.3000 1 0 0 0.0570 0.1018 0.1210 0.0303 0 0.0233 0.1738 0 133
4 0 4 replan - 0 0 0 2.1294 nan 64.3962 0.9994 11.0750 12.3000 44.3000 1 0 0 0.0577 0.1052 0.1357 0.0307 0 0.0233 0.1738 0 133
4 0 4 hybrid - 0 0 0 2.1294 nan 64.3962 0.9994 11.0750 12.3000 44.3000 1 0 0 0.0602 0.1191 0.1632 0.0320 0 0.0233 0.1738 0 133
4 0 5 none - 0 0 0 1.8769 nan 65.4265 0.9994 11.8500 13.6000 47.4000 1 0 0 0.0619 0.1333 0.2510 0.0362 0 0.0360 0.1738 0 146
4 0 5 local - 0 0 0 1.8769 nan 65.4265 0.9994 11.8500 13.6000 47.4000 1 0 0 0.0605 0.1288 0.1775 0.0353 0 0.0360 0.1738 0 146
4 0 5 replan - 0 0 0 1.8769 nan 65.4265 0.9994 11.8500 13.6000 47.4000 1 0 0 0.0586 0.1110 0.2098 0.0342 0 0.0360 0.1738 0 146
4 0 5 hybrid - 0 0 0 1.8769 nan 65.4265 0.9994 11.8500 13.6000 47.4000 1 0 0 0.0599 0.1202 0.1493 0.0350 0 0.0360 0.1738 0 146
4 0 6 none - 0 0 0 1.9823 nan 66.0849 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0592 0.1250 0.1389 0.0324 0 0.0300 0.2015 0 137
4 0 6 local - 0 0 0 1.9823 nan 66.0849 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0572 0.1196 0.1587 0.0314 0 0.0300 0.2015 0 137
4 0 6 replan - 0 0 0 1.9823 nan 66.0849 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0594 0.1295 0.1410 0.0325 0 0.0300 0.2015 0 137
4 0 6 hybrid - 0 0 0 1.9823 nan 66.0849 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0603 0.1325 0.1600 0.0330 0 0.0300 0.2015 0 137
4 0 7 none - 0 0 0 2.0006 nan 65.9728 0.9993 11.7250 12.7000 46.9000 1 0 0 0.0601 0.1265 0.1419 0.0329 0 0.0292 0.2012 0 137
4 0 7 local - 0 0 0 2.0006 nan 65.9728 0.9993 11.7250 12.7000 46.9000 1 0 0 0.0624 0.1393 0.1989 0.0342 0 0.0292 0.2012 0 137
4 0 7 replan - 0 0 0 2.0006 nan 65.9728 0.9993 11.7250 12.7000 46.9000 1 0 0 0.0620 0.1236 0.1945 0.0340 0 0.0292 0.2012 0 137
4 0 7 hybrid - 0 0 0 2.0006 nan 65.9728 0.9993 11.7250 12.7000 46.9000 1 0 0 0.0655 0.1383 0.1986 0.0359 0 0.0292 0.2012 0 137
4 0 8 none - 0 0 0 1.6687 nan 67.8335 0.9988 13.2500 14.2000 53.0000 1 0 0 0.0754 0.1571 0.2785 0.0458 0 0.0322 0.1917 0 152
4 0 8 local - 0 0 0 1.6687 nan 67.8335 0.9988 13.2500 14.2000 53.0000 1 0 0 0.0602 0.1220 0.1751 0.0366 0 0.0322 0.1917 0 152
4 0 8 replan - 0 0 0 1.6687 nan 67.8335 0.9988 13.2500 14.2000 53.0000 1 0 0 0.0581 0.1046 0.1184 0.0353 0 0.0322 0.1917 0 152
4 0 8 hybrid - 0 0 0 1.6687 nan 67.8335 0.9988 13.2500 14.2000 53.0000 1 0 0 0.0566 0.1034 0.1797 0.0344 0 0.0322 0.1917 0 152
4 0 9 none - 0 0 0 1.6659 nan 68.0142 0.9990 13.3000 14.3000 53.2000 1 0 0 0.0559 0.1036 0.1735 0.0342 0 0.0324 0.1920 0 153
4 0 9 local - 0 0 0 1.6659 nan 68.0142 0.9990 13.3000 14.3000 53.2000 1 0 0 0.0567 0.1059 0.1541 0.0347 0 0.0324 0.1920 0 153
4 0 9 replan - 0 0 0 1.6659 nan 68.0142 0.9990 13.3000 14.3000 53.2000 1 0 0 0.0562 0.1034 0.1605 0.0344 0 0.0324 0.1920 0 153
4 0 9 hybrid - 0 0 0 1.6659 nan 68.0142 0.9990 13.3000 14.3000 53.2000 1 0 0 0.0613 0.1240 0.2328 0.0375 0 0.0324 0.1920 0 153
4 0 10 none - 0 0 0 1.6705 nan 66.8763 0.9994 12.6000 13.8000 50.4000 1 0 0 0.0623 0.1380 0.3157 0.0369 0 0.0336 0.1738 0 148
4 0 10 local - 0 0 0 1.6705 nan 66.8763 0.9994 12.6000 13.8000 50.4000 1 0 0 0.0590 0.1162 0.1987 0.0349 0 0.0336 0.1738 0 148
4 0 10 replan - 0 0 0 1.6705 nan 66.8763 0.9994 12.6000 13.8000 50.4000 1 0 0 0.0629 0.1249 0.2107 0.0372 0 0.0336 0.1738 0 148
4 0 10 hybrid - 0 0 0 1.6705 nan 66.8763 0.9994 12.6000 13.8000 50.4000 1 0 0 0.0647 0.1239 0.1921 0.0383 0 0.0336 0.1738 0 148
4 0 11 none - 0 0 0 2.0701 nan 67.1418 0.9990 11.9250 12.7000 47.7000 1 0 0 0.0591 0.1178 0.1708 0.0324 0 0.0252 0.2007 0 137
4 0 11 local - 0 0 0 2.0701 nan 67.1418 0.9990 11.9250 12.7000 47.7000 1 0 0 0.0604 0.1292 0.1906 0.0331 0 0.0252 0.2007 0 137
4 0 11 replan - 0 0 0 2.0701 nan 67.1418 0.9990 11.9250 12.7000 47.7000 1 0 0 0.0627 0.1262 0.1687 0.0344 0 0.0252 0.2007 0 137
4 0 11 hybrid - 0 0 0 2.0701 nan 67.1418 0.9990 11.9250 12.7000 47.7000 1 0 0 0.0600 0.1134 0.1327 0.0329 0 0.0252 0.2007 0 137
4 0 12 none - 0 0 0 1.5051 nan 67.4928 0.9995 12.1000 13.8000 48.4000 1 0 0 0.0582 0.1147 0.1743 0.0345 0 0.0314 0.1758 0 148
4 0 12 local - 0 0 0 1.5051 nan 67.4928 0.9995 12.1000 13.8000 48.4000 1 0 0 0.0567 0.1021 0.1155 0.0336 0 0.0314 0.1758 0 148
4 0 12 replan - 0 0 0 1.5051 nan 67.4928 0.9995 12.1000 13.8000 48.4000 1 0 0 0.0591 0.1111 0.1717 0.0350 0 0.0314 0.1758 0 148
4 0 12 hybrid - 0 0 0 1.5051 nan 67.4928 0.9995 12.1000 13.8000 48.4000 1 0 0 0.0585 0.1156 0.1467 0.0346 0 0.0314 0.1758 0 148
4 0 13 none - 0 0 0 1.7880 nan 65.7078 0.9994 11.9000 13.7000 47.6000 1 0 0 0.0573 0.1025 0.1476 0.0337 0 0.0361 0.1738 0 147
4 0 13 local - 0 0 0 1.7880 nan 65.7078 0.9994 11.9000 13.7000 47.6000 1 0 0 0.0630 0.1308 0.1571 0.0371 0 0.0361 0.1738 0 147
4 0 13 replan - 0 0 0 1.7880 nan 65.7078 0.9994 11.9000 13.7000 47.6000 1 0 0 0.0560 0.1052 0.1426 0.0329 0 0.0361 0.1738 0 147
4 0 13 hybrid - 0 0 0 1.7880 nan 65.7078 0.9994 11.9000 13.7000 47.6000 1 0 0 0.0589 0.1228 0.2419 0.0346 0 0.0361 0.1738 0 147
4 0 14 none - 0 0 0 1.7527 nan 67.0755 0.9994 12.1500 14.4000 48.6000 1 0 0 0.0563 0.1044 0.1747 0.0347 0 0.0341 0.1738 0 154
4 0 14 local - 0 0 0 1.7527 nan 67.0755 0.9994 12.1500 14.4000 48.6000 1 0 0 0.0571 0.1057 0.1543 0.0352 0 0.0341 0.1738 0 154
4 0 14 replan - 0 0 0 1.7527 nan 67.0755 0.9994 12.1500 14.4000 48.6000 1 0 0 0.0571 0.1088 0.3532 0.0352 0 0.0341 0.1738 0 154
4 0 14 hybrid - 0 0 0 1.7527 nan 67.0755 0.9994 12.1500 14.4000 48.6000 1 0 0 0.0576 0.1072 0.1287 0.0355 0 0.0341 0.1738 0 154
4 0 15 none - 0 0 0 1.7710 nan 67.4655 0.9994 12.2000 14.2000 48.8000 1 0 0 0.0563 0.1067 0.1345 0.0343 0 0.0324 0.1819 0 152
4 0 15 local - 0 0 0 1.7710 nan 67.4655 0.9994 12.2000 14.2000 48.8000 1 0 0 0.0583 0.1166 0.2396 0.0355 0 0.0324 0.1819 0 152
4 0 15 replan - 0 0 0 1.7710 nan 67.4655 0.9994 12.2000 14.2000 48.8000 1 0 0 0.0567 0.1023 0.1749 0.0345 0 0.0324 0.1819 0 152
4 0 15 hybrid - 0 0 0 1.7710 nan 67.4655 0.9994 12.2000 14.2000 48.8000 1 0 0 0.0578 0.1112 0.2367 0.0352 0 0.0324 0.1819 0 152
4 0 16 none - 0 0 0 2.1834 nan 64.3533 0.9993 11.0500 12.2000 44.2000 1 0 0 0.0599 0.1204 0.1441 0.0316 0 0.0233 0.1738 0 132
4 0 16 local - 0 0 0 2.1834 nan 64.3533 0.9993 11.0500 12.2000 44.2000 1 0 0 0.0556 0.0998 0.1507 0.0293 0 0.0233 0.1738 0 132
4 0 16 replan - 0 0 0 2.1834 nan 64.3533 0.9993 11.0500 12.2000 44.2000 1 0 0 0.0584 0.1321 0.2329 0.0308 0 0.0233 0.1738 0 132
4 0 16 hybrid - 0 0 0 2.1834 nan 64.3533 0.9993 11.0500 12.2000 44.2000 1 0 0 0.0573 0.1132 0.1684 0.0303 0 0.0233 0.1738 0 132
4 0 17 none - 0 0 0 2.0991 nan 67.4443 0.9991 12.0000 12.8000 48.0000 1 0 0 0.0578 0.1186 0.2527 0.0319 0 0.0256 0.2007 0 138
4 0 17 local - 0 0 0 2.0991 nan 67.4443 0.9991 12.0000 12.8000 48.0000 1 0 0 0.0570 0.1022 0.1576 0.0315 0 0.0256 0.2007 0 138
4 0 17 replan - 0 0 0 2.0991 nan 67.4443 0.9991 12.0000 12.8000 48.0000 1 0 0 0.0560 0.1000 0.1247 0.0309 0 0.0256 0.2007 0 138
4 0 17 hybrid - 0 0 0 2.0991 nan 67.4443 0.9991 12.0000 12.8000 48.0000 1 0 0 0.0574 0.1092 0.1766 0.0317 0 0.0256 0.2007 0 138
4 0 18 none - 0 0 0 1.8061 nan 66.0800 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0574 0.1078 0.1508 0.0314 0 0.0294 0.2012 0 137
4 0 18 local - 0 0 0 1.8061 nan 66.0800 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0584 0.1110 0.1629 0.0320 0 0.0294 0.2012 0 137
4 0 18 replan - 0 0 0 1.8061 nan 66.0800 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0590 0.1106 0.1397 0.0323 0 0.0294 0.2012 0 137
4 0 18 hybrid - 0 0 0 1.8061 nan 66.0800 0.9992 11.7500 12.7000 47.0000 1 0 0 0.0579 0.1064 0.1658 0.0317 0 0.0294 0.2012 0 137
4 0 19 none - 0 0 0 1.7748 nan 65.0880 0.9989 11.5750 12.3000 46.3000 1 0 0 0.0565 0.1024 0.1190 0.0301 0 0.0285 0.2007 0 133
4 0 19 local - 0 0 0 1.7748 nan 65.0880 0.9989 11.5750 12.3000 46.3000 1 0 0 0.0593 0.1234 0.1465 0.0316 0 0.0285 0.2007 0 133
4 0 19 replan - 0 0 0 1.7748 nan 65.0880 0.9989 11.5750 12.3000 46.3000 1 0 0 0.0565 0.1014 0.1222 0.0301 0 0.0285 0.2007 0 133
4 0 19 hybrid - 0 0 0 1.7748 nan 65.0880 0.9989 11.5750 12.3000 46.3000 1 0 0 0.0564 0.1001 0.1490 0.0300 0 0.0285 0.2007 0 133
4 1 0 none straight 1 1 1 1.6108 0.0000 65.2231 0.9993 11.0750 12.1000 44.3000 0 0 0 0.0585 0.1061 0.1348 0.0306 0 0.0235 0.1738 0 131
4 1 0 local straight 0 0 1 2.0144 0.9658 67.0814 1.0272 11.0750 12.1000 44.3000 1 0 103 0.1792 0.7998 0.9198 0.0939 0 0.4173 1.4343 0 131
4 1 0 replan straight 0 0 0 1.3307 1.7667 67.4672 1.0334 11.5000 12.8000 46.0000 1 5 0 0.0667 0.1590 0.9098 0.0368 0 1.1382 2.4662 0 138
4 1 0 hybrid straight 0 0 1 2.0144 0.9658 67.0814 1.0272 11.0750 12.1000 44.3000 1 0 103 0.1816 0.8286 0.9584 0.0951 0 0.4173 1.4343 0 131
4 1 1 none turning 1 3 1 1.6385 0.0001 67.9173 0.9990 13.2750 14.3000 53.1000 0 0 0 0.0616 0.1338 0.1456 0.0377 0 0.0326 0.1918 0 153
4 1 1 local turning 0 0 1 1.0234 0.9615 71.2128 1.0492 13.3000 14.3000 53.2000 1 0 145 0.1970 0.7171 1.0254 0.1206 0 0.3836 1.3940 0 153
4 1 1 replan turning 0 0 0 1.2794 1.6963 73.3684 1.0803 14.3000 16.0000 57.2000 1 7 0 0.0668 0.2661 0.8941 0.0454 0 1.4218 3.6624 0 170
4 1 1 hybrid turning 0 0 1 1.0034 0.9615 75.1772 1.1087 14.6250 17.6000 58.5000 1 3 162 0.1920 0.7648 0.8683 0.1429 0 1.5679 4.6295 0 186
4 1 2 none evasive 0 0 0 1.6374 1.9472 65.0853 0.9993 11.0500 12.1000 44.2000 1 0 0 0.0592 0.1084 0.1263 0.0310 0 0.0232 0.1738 0 131
4 1 2 local evasive 0 0 0 1.6374 1.9484 65.3390 1.0033 11.0500 12.1000 44.2000 1 0 58 0.1256 0.7031 0.9742 0.0658 0 0.0748 0.2045 0 131
4 1 2 replan evasive 0 0 0 1.6374 2.9575 65.8603 1.0114 11.2000 12.1000 44.8000 1 4 0 0.0652 0.1297 0.9607 0.0342 0 0.5427 1.0751 0 131
4 1 2 hybrid evasive 0 0 0 1.6374 1.9484 65.3390 1.0033 11.0500 12.1000 44.2000 1 0 58 0.1267 0.6955 0.8356 0.0664 0 0.0748 0.2045 0 131
4 1 3 none straight 1 1 1 1.5403 0.0000 67.0988 0.9993 12.6500 13.7000 50.6000 0 0 0 0.0583 0.1044 0.1390 0.0343 0 0.0329 0.1738 0 147
4 1 3 local straight 0 0 1 0.9856 1.0955 69.1720 1.0288 12.6750 13.7000 50.7000 1 0 126 0.1832 0.7198 0.8273 0.1077 0 0.5155 1.8343 0 147
4 1 3 replan straight 0 0 0 1.3191 2.0557 72.4312 1.0772 13.6500 14.1000 54.6000 1 7 0 0.0668 0.7443 0.8803 0.0404 0 1.3806 3.1125 0 151
4 1 3 hybrid straight 0 0 0 1.1404 1.1148 71.5199 1.0612 13.3500 14.8000 53.4000 1 3 94 0.1519 0.7400 0.8862 0.0960 0 1.2558 3.2684 0 158
4 1 4 none turning 1 1 1 2.1294 0.0006 64.3962 0.9994 11.0750 12.3000 44.3000 0 0 0 0.0588 0.1074 0.1362 0.0313 0 0.0233 0.1738 0 133
4 1 4 local turning 0 0 1 1.8223 0.7531 65.9951 1.0241 11.1000 12.3000 44.4000 1 0 61 0.1247 0.6768 0.7742 0.0663 0 0.3220 1.4279 0 133
4 1 4 replan turning 0 0 0 1.5651 1.0315 67.1599 1.0420 11.5750 13.8000 46.3000 1 4 0 0.0637 0.1185 0.8402 0.0377 0 1.0554 2.5455 0 148
4 1 4 hybrid turning 0 0 1 1.8328 0.7451 66.0909 1.0256 11.1000 12.3000 44.4000 1 1 61 0.1283 0.6973 0.8780 0.0683 0 0.3329 1.4648 0 133
4 1 5 none evasive 0 0 0 1.8769 2.2539 65.4265 0.9994 11.8500 13.6000 47.4000 1 0 0 0.0585 0.1070 0.1541 0.0341 0 0.0360 0.1738 0 146
4 1 5 local evasive 0 0 0 1.8769 2.2760 65.7574 1.0046 11.8500 13.6000 47.4000 1 0 41 0.1049 0.6674 0.8197 0.0613 0 0.0799 0.3668 0 146
4 1 5 replan evasive 0 0 0 1.2841 3.5197 67.3857 1.0297 12.2000 13.6000 48.8000 1 4 0 0.0647 0.1219 0.8293 0.0378 0 0.9079 2.1959 0 146
4 1 5 hybrid evasive 0 0 0 1.8769 2.2760 65.7574 1.0046 11.8500 13.6000 47.4000 1 0 41 0.1022 0.6824 0.7971 0.0597 0 0.0799 0.3668 0 146
4 1 6 none straight 1 2 1 1.9823 0.0000 66.0849 0.9992 11.7500 12.7000 47.0000 0 0 0 0.0586 0.1038 0.1441 0.0321 0 0.0300 0.2015 0 137
4 1 6 local straight 0 0 0 1.8843 1.0964 68.2686 1.0324 11.7500 12.7000 47.0000 1 0 68 0.1291 0.6732 0.8145 0.0708 0 0.2125 1.0051 0 137
4 1 6 replan straight 0 0 0 1.9677 1.8876 67.5809 1.0219 12.0000 13.0000 48.0000 1 3 0 0.0628 0.1101 0.8409 0.0352 0 1.0877 2.4341 0 140
4 1 6 hybrid straight 0 0 0 1.8843 1.0964 68.2677 1.0324 11.7500 12.7000 47.0000 1 1 68 0.1335 0.7023 0.8753 0.0732 0 0.2166 1.0051 0 137
4 1 7 none turning 1 2 1 2.0006 0.0001 65.9728 0.9993 11.7250 12.7000 46.9000 0 0 0 0.0583 0.1039 0.1318 0.0320 0 0.0292 0.2012 0 137
4 1 7 local turning 0 0 1 1.6530 0.9708 68.8776 1.0429 12.4500 14.1000 49.8000 1 0 120 0.1734 0.6781 0.8166 0.1047 0 0.3178 0.9696 0 151
4 1 7 replan turning 0 0 0 1.1801 1.3957 84.2889 1.2770 16.4500 17.9000 65.8000 1 16 0 0.0752 0.8131 1.0092 0.0569 0 2.2402 4.8992 0 189
4 1 7 hybrid turning 0 0 0 1.0056 1.1542 71.9703 1.0890 12.8000 14.6000 51.2000 1 3 105 0.1629 0.7299 1.0184 0.1017 0 0.8240 2.4866 0 156
4 1 8 none evasive 0 0 0 1.6687 1.2747 67.8335 0.9988 13.2500 14.2000 53.0000 1 0 0 0.0591 0.1023 0.1940 0.0360 0 0.0322 0.1917 0 152
4 1 8 local evasive 1 1 1 1.6736 0.4363 68.6818 1.0113 13.3000 14.4000 53.2000 0 0 55 0.1096 0.6575 0.7875 0.0675 0 0.6598 2.2104 0 154
4 1 8 replan evasive 0 0 0 1.7030 3.4475 71.8062 1.0579 14.0000 16.2000 56.0000 1 5 0 0.0641 0.1216 0.8688 0.0441 0 1.2748 2.9822 0 172
4 1 8 hybrid evasive 1 1 1 1.6829 0.4363 70.2644 1.0347 13.9750 17.1000 55.9000 0 4 55 0.1456 0.9960 1.5300 0.1054 0 1.4867 3.3036 0 181
4 1 9 none straight 1 1 1 1.6659 0.0000 68.0142 0.9990 13.3000 14.3000 53.2000 0 0 0 0.0726 0.1583 0.2074 0.0444 0 0.0324 0.1920 0 153
4 1 9 local straight 0 0 0 1.0222 1.0224 69.9658 1.0287 13.3000 14.3000 53.2000 1 0 115 0.1679 0.6947 0.8147 0.1028 0 0.3342 1.4291 0 153
4 1 9 replan straight 0 0 0 1.4371 2.2924 73.9155 1.0872 14.3750 15.3000 57.5000 1 9 0 0.0692 0.8192 0.9203 0.0451 0 1.8222 4.0074 0 163
4 1 9 hybrid straight 0 0 0 1.2944 1.0224 69.6369 1.0237 13.4250 14.3000 53.7000 1 1 98 0.1556 0.7105 0.8482 0.0952 0 0.4877 1.1852 0 153
4 1 10 none turning 1 1 1 1.6705 0.0004 66.8763 0.9994 12.6000 13.8000 50.4000 0 0 0 0.0581 0.1048 0.1188 0.0344 0 0.0336 0.1738 0 148
4 1 10 local turning 0 0 1 1.0006 0.9635 68.2828 1.0195 12.6000 13.8000 50.4000 1 0 59 0.1185 0.6891 0.9664 0.0702 0 0.3065 1.3725 0 148
